,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20010830,-0.67,-0.28,-0.4,-1.7,-1.2,-1.16
20010831,-0.26,-0.32,-0.4,0.21,-0.08,0.04
20010903,-0.92,-0.86,-1.07,-0.78,-0.78,-0.74
20010904,-0.87,-0.66,-0.98,-0.61,-0.07,0.36
20010905,-1.24,-0.91,-0.87,-1.57,-1.05,-0.23
20010906,-1.09,-0.6,-0.74,-2.01,-1.52,-1.63
20010907,-0.84,-0.71,-0.78,-1.7,-1.49,-1.35
20010910,-1.9,-1.84,-2.12,-0.71,-0.88,-0.39
20010911,-0.31,-0.2,-0.27,-2.05,-1.27,-0.74
20010912,-2.33,-2.28,-2.66,-0.81,-0.67,-0.53
20010913,0.48,0.42,0.49,0.93,0.49,0.51
20010914,0.07,0.14,-0.11,-1.27,-0.68,-0.58
20010917,-3.68,-3.39,-3.65,-3.22,-2.9,-2.37
20010918,-0.53,-0.11,-0.38,-0.87,0,-0.63
20010919,-1.08,-0.75,-0.66,-0.98,-1.01,-1.55
20010920,-2.58,-2.52,-2.82,-2.87,-3.1,-2.81
20010921,-2.68,-2.56,-3.29,-2.42,-2.39,-2.82
20010924,2.17,1.64,1.93,3.94,3.7,3.33
20010925,0.88,1.13,1.4,0.97,1.38,1.21
20010926,-0.46,0.02,-0.03,-0.43,0.04,-0.05
20010927,-0.33,-0.35,-0.26,0.79,0.55,1.06
20010928,2.18,1.68,1.86,2.56,2.25,2.07
20011001,-0.32,-0.31,-0.03,-0.81,-0.5,-0.14
20011002,0.63,0.5,0.36,0.86,1.37,1
20011003,0.97,0.94,0.67,1.97,1.26,0.67
20011004,1.49,1.06,1.32,1.56,1.13,0.99
20011005,-0.19,-0.11,-0.05,-0.42,-0.19,0.41
20011008,-0.27,-0.15,-0.26,-0.46,-0.72,-0.1
20011009,-0.6,-0.87,-0.64,-0.62,-0.98,-0.8
20011010,1.02,0.99,0.9,1.99,1.72,1.8
20011011,1.64,1.18,1.24,2.44,1.52,0.84
20011012,0.4,0.55,0.41,0.05,-0.06,0.22
20011015,-0.02,0.01,0.01,-1.04,-0.59,-0.91
20011016,0.69,0.48,0.63,1.1,1.06,0.27
20011017,-0.39,-0.35,-0.01,-0.97,-0.41,-0.45
20011018,-0.83,-0.74,-0.88,-1.1,-1.07,-1.12
20011019,0.12,0.18,-0.08,-0.36,-0.51,-0.04
20011022,0.44,0.03,0.06,1.04,0.91,0.96
20011023,0.29,0.3,0.63,0.86,0.76,0.42
20011024,0.45,0.21,0.45,0.36,0.35,0.12
20011025,0.76,0.87,0.53,0.23,0.35,0.16
20011026,0.73,0.44,0.74,1.07,0.64,0.92
20011029,-0.48,-0.39,-0.11,-1.94,-1.74,-1.42
20011030,-1.55,-1.18,-1.18,-2.24,-1.87,-1.79
20011031,0.62,0.37,0.3,0.38,0.2,0.17
20011101,0.59,0.55,0.55,1.17,1.49,1.68
20011102,-0.28,-0.08,0.01,0.13,0.47,0.12
20011105,0.75,0.42,0.22,1.87,1.64,0.89
20011106,0.51,0.57,0.38,0.92,0.93,0.82
20011107,-0.01,0.08,0.31,0.19,0,-0.17
20011108,0.09,0.26,0.18,0.85,0.61,0.54
20011109,-0.38,-0.14,-0.28,-0.51,-0.31,-0.21
20011112,-0.17,-0.12,-0.29,-0.78,-0.74,-0.79
20011113,0.7,0.32,0.3,1.94,1.37,1.33
20011114,0.75,0.7,0.85,0.79,0.32,0.14
20011115,0.09,-0.16,0.18,0.74,0.47,0.03
20011116,0.41,0.25,0.33,0.48,-0.07,0.26
20011119,1.06,0.67,0.65,1.55,1.05,0.61
20011120,-0.33,-0.17,0.02,-1.68,-0.68,-0.34
20011121,-0.35,-0.47,-0.42,-0.92,-0.58,-0.31
20011122,0.06,0.06,0.04,0.39,0.08,0.15
20011123,0.48,0.53,0.4,0.49,0.53,0.52
20011126,0.99,0.75,0.81,1.13,0.7,0.69
20011127,0.13,-0.01,-0.04,-0.54,-0.45,-0.81
20011128,-0.92,-0.57,-0.42,-1.86,-1.43,-1.23
20011129,0.63,0.51,0.23,0.52,0.46,0.49
20011130,0.38,0.24,0.39,0.51,0.3,0.27
20011203,-1.17,-0.98,-0.97,-1.31,-1.15,-0.81
20011204,1.04,0.77,0.69,1.68,1.28,0.87
20011205,1.62,1.25,1.27,2.77,2.53,1.95
20011206,0.71,0.75,0.79,0.66,0.42,0
20011207,-0.46,-0.28,-0.32,-1.6,-0.77,-0.88
20011210,-0.77,-0.81,-0.63,-2.04,-1.55,-1.37
20011211,-0.08,-0.17,-0.19,0.05,-0.06,-0.33
20011212,0.38,0.43,0.38,0.08,0.27,0
20011213,-1.3,-1.07,-0.95,-2.32,-1.73,-1.6
20011214,-0.11,0.08,0.08,-0.05,0.05,0.33
20011217,0.21,0.35,0.06,1.4,0.98,0.91
20011218,0.33,0.31,0.39,0.23,0.59,0.58
20011219,-0.75,-0.56,-0.5,-0.78,-0.02,0.29
20011220,-0.74,-0.51,-0.19,-0.91,-0.8,-0.25
20011221,0.45,0.43,0.03,0.26,0.21,0.35
20011224,-0.16,-0.17,-0.17,-0.27,-0.29,-0.29
20011225,-0.08,-0.03,0.03,0,-0.09,-0.06
20011226,0.35,0.3,0.27,0.41,0.32,0.19
20011227,0.7,0.6,0.86,1.26,0.94,0.96
20011228,0.99,0.8,0.83,1.18,0.75,0.48
20011231,-0.02,-0.15,-0.03,-0.39,-0.51,-0.66
20020101,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
20020102,0.41,0.43,0.48,0.33,0.29,0.41
20020103,1.06,0.93,0.81,1.26,1,0.81
20020104,0.9,0.71,0.74,0.62,0.86,0.69
20020107,-0.25,-0.21,-0.18,-0.5,-0.56,-0.79
20020108,-0.13,-0.27,-0.03,-0.61,-0.9,-0.7
20020109,-0.26,-0.3,-0.15,-0.67,-0.24,-0.35
20020110,-0.19,-0.15,0.08,-0.59,-0.26,-0.22
20020111,-0.39,-0.3,-0.21,-0.46,-0.54,-0.3
20020114,-1,-0.7,-0.66,-1.69,-0.91,-0.81
20020115,-0.41,-0.31,-0.52,0.08,0.19,0.19
20020116,-1.23,-0.88,-0.74,-1.72,-1.36,-1.13
20020117,0.41,0.42,0.16,0.91,0.75,0.79
20020118,-0.29,-0.05,0.11,-0.59,-0.31,-0.31
20020121,0.16,0.22,0.12,-0.35,-0.16,-0.21
20020122,-0.99,-0.56,-0.46,-1.05,-0.48,-0.46
20020123,0.25,0.2,0.13,0.39,0.23,0.3
20020124,0.43,0.22,0.36,0.82,0.77,0.39
20020125,-0.62,-0.43,-0.35,-0.82,-0.43,-0.18
20020128,0.21,0.41,0.38,0.16,0.3,0.42
20020129,-0.7,-0.54,-0.19,-1.79,-2.25,-1.84
20020130,-0.11,0.21,-0.01,-0.86,0.1,0.37
20020131,0.28,0.18,0.49,0.66,1.01,1.32
20020201,0.08,0,0.21,-0.45,-0.4,-0.11
20020204,-1.1,-0.54,-0.34,-2.35,-1.5,-1.2
20020205,-1.13,-0.75,-0.97,-1.65,-1.39,-0.57
20020206,-1,-0.56,-0.74,-1.12,-0.71,-0.55
20020207,-0.37,-0.1,-0.21,0.65,0.5,-0.07
20020208,0.84,0.77,0.4,1.52,1.15,0.65
20020211,0.85,0.8,1.09,1.55,1.4,1.23
20020212,0.62,0.54,0.52,-0.35,-0.08,0.2
20020213,0.37,0.39,0.25,0.17,0.72,0.73
20020214,-0.13,0.2,0.33,0.11,0.49,0.41
20020215,-0.39,0.03,-0.08,-1.41,-0.9,-0.74
20020218,-0.17,-0.09,-0.18,-0.26,-0.25,-0.27
20020219,-1.46,-0.82,-0.59,-2.18,-1.73,-1.52
20020220,0.06,0.29,0.1,-0.18,0.3,0.57
20020221,-0.46,-0.21,-0.03,-0.36,-0.19,-0.32
20020222,0.36,0.53,0.34,0.03,0.04,0.58
20020225,-0.05,0.26,0.17,1.11,1.26,1.18
20020226,0.1,0.1,0.23,0.05,0.06,-0.13
20020227,0.71,0.87,0.94,0.91,0.89,0.71
20020228,-0.14,0.4,0.39,0.08,0.13,-0.07
20020301,0.98,0.9,0.71,1.67,1.47,1.78
20020304,2.05,1.8,1.95,3.33,2.91,1.89
20020305,0.13,0.12,-0.1,0.04,-0.47,-0.5
20020306,1,0.95,0.76,1.34,1.19,1.08
20020307,1.08,1.13,1.45,0.68,0.65,0.52
20020308,0.36,0.24,0.07,0.51,0.29,0.25
20020311,0.76,0.47,0.51,0.14,0.21,0.22
20020312,-0.65,-0.47,-0.38,-1.33,-0.71,-0.46
20020313,-0.66,-0.43,-0.61,-0.96,-0.61,-0.83
20020314,0.33,0.43,0.55,0.39,0.36,0.22
20020315,0.38,0.38,0.48,0.92,1.1,0.96
20020318,0.09,0.15,0.32,0.54,-0.13,-0.19
20020319,0.28,0.46,0.34,0.02,0.57,0.58
20020320,-0.41,-0.18,0.1,-1.3,-0.89,-1.1
20020321,0.46,0.29,0.05,0.2,-0.16,-0.21
20020322,-0.44,-0.43,-0.23,-0.82,-0.51,-0.36
20020325,-0.73,-0.47,-0.46,-1.36,-1.2,-1.03
20020326,0.06,0.32,0.13,-0.1,0.46,0.39
20020327,0.55,0.72,0.67,0.34,0.48,0.35
20020328,0.19,0.14,0.16,0.8,0.41,0.48
20020329,-0.24,-0.14,-0.16,-0.18,-0.23,-0.13
20020401,0.01,0.07,0.04,0.46,0.05,0.1
20020402,-0.47,-0.15,-0.11,-1.13,-0.46,-0.47
20020403,-0.17,0.03,-0.08,-0.38,-0.36,-0.43
20020404,-0.01,0.2,0.33,-0.36,-0.01,-0.37
20020405,0.15,0.35,0.38,-0.13,0.16,-0.39
20020408,-0.07,0.28,0.05,-0.84,-0.21,-0.29
20020409,-0.07,0.21,0.44,-0.36,-0.07,-0.34
20020410,0.79,0.88,0.69,0.68,0.88,1.06
20020411,-0.89,-0.5,-0.54,-2.13,-1.53,-1.87
20020412,0.68,0.58,0.28,0.62,0.55,-0.09
20020415,-0.18,-0.06,-0.03,0.49,-0.24,-0.21
20020416,1.52,1.45,1.15,2.35,1.99,2
20020417,0.51,0.36,0.43,0.82,0.38,0.18
20020418,0.26,0.06,0.24,-0.61,-0.14,0.07
20020419,0.04,0.16,0.29,-0.21,0.29,0.05
20020422,-0.6,-0.34,-0.25,-1.58,-0.96,-0.76
20020423,-0.33,-0.02,-0.1,-0.83,-0.39,-0.47
20020424,-0.07,0.06,0.07,-0.06,-0.3,-0.52
20020425,-0.02,0.33,0.14,-0.22,-0.28,-0.02
20020426,-0.54,-0.17,-0.05,-1.13,-0.71,-0.79
20020429,-0.52,-0.05,-0.26,-0.71,-0.41,-0.72
20020430,0.47,0.52,0.31,0.93,0.53,0.59
20020501,0.34,0.65,0.65,0.61,0.69,0.83
20020502,-0.08,0.22,0.24,-0.8,-0.14,-0.33
20020503,0.37,0.59,0.55,-0.54,-0.04,-0.34
20020506,-0.96,-0.62,-0.38,-1.18,-0.99,-1.16
20020507,-1.02,-0.76,-0.8,-0.97,-0.67,-0.77
20020508,1.07,0.51,0.32,3.25,2.13,2.21
20020509,-0.36,-0.19,0.09,-0.58,-0.68,-0.57
20020510,-0.36,-0.45,-0.16,-1.23,-1,-0.95
20020513,0.28,0.24,0.23,0.94,0.99,1.13
20020514,0.73,0.67,0.42,1.29,1.27,1.13
20020515,0.64,0.72,0.85,1.1,0.44,0.19
20020516,-0.15,-0.19,-0.07,-0.21,0.32,0.48
20020517,0.87,0.8,0.95,0.88,0.67,0.9
20020520,-0.09,-0.07,0.07,-0.64,-0.65,-0.7
20020521,-0.06,-0.32,-0.32,-0.85,-0.68,-0.5
20020522,0.06,0.1,0.04,-0.12,0.08,0.37
20020523,0.18,0.21,0.09,0.64,0.35,0.38
20020524,-0.36,-0.31,-0.22,-0.19,-0.38,-0.93
20020527,0.07,0.01,0.08,-0.17,-0.04,-0.11
20020528,0.29,0.13,0.22,-0.23,-0.52,-0.45
20020529,-0.41,-0.35,-0.29,-0.4,-0.25,-0.27
20020530,-0.11,0.03,-0.15,-0.43,-0.27,-0.5
20020531,-0.11,0.06,-0.03,-0.09,-0.07,0.39
20020603,-0.65,-0.56,-0.34,-0.74,-1.13,-1.33
20020604,-0.77,-0.6,-0.82,-1.04,-0.94,-0.71
20020605,-0.05,0.16,0.27,-0.34,0.33,0.5
20020606,-0.95,-0.61,-0.27,-1.03,-0.8,-1.09
20020607,-0.25,0.01,-0.24,-0.6,-0.65,-0.64
20020610,-0.32,-0.19,-0.08,-0.3,0.32,0.05
20020611,-0.26,-0.24,-0.17,-0.62,-0.25,-0.72
20020612,-0.74,-0.47,-0.76,-1.35,-0.35,-0.38
20020613,-0.76,-0.76,-0.8,-0.8,-1.31,-0.91
20020614,-0.32,-0.47,-0.8,-1.34,-0.79,-0.89
20020617,0.36,0.54,0.51,2.24,2.17,2
20020618,0.35,0.37,0.57,-0.06,0.41,0.3
20020619,-1.22,-0.96,-0.7,-1.6,-1.39,-1.47
20020620,-0.01,0.11,0.03,-1.47,-1.02,-0.9
20020621,0.47,0.4,0.3,-0.8,-0.83,-1.01
20020624,-0.41,-0.31,-0.61,-1.11,-0.37,-0.41
20020625,0,0.02,0.23,0.13,0.23,-0.17
20020626,-0.7,-0.46,-1.12,-2.09,-1.24,-0.21
20020627,1.1,1.14,1.15,1.35,1.83,1.56
20020628,1.3,1.07,1.08,2.25,1.56,0.94
20020701,-1.46,-0.68,-0.51,-1.33,-0.97,-1.04
20020702,-2.12,-1.56,-1.21,-3.1,-2.09,-1.8
20020703,-0.38,-0.47,-0.55,-0.52,-0.43,-0.71
20020704,-0.07,-0.06,-0.18,0.77,0.24,0.28
20020705,1.4,1.02,0.82,3.65,2.84,2.7
20020708,-0.06,0.53,0.69,-0.33,-0.09,0.08
20020709,-0.08,0.15,0.13,-1.25,-0.97,-1.59
20020710,-1.34,-1.06,-1.05,-2.82,-2.56,-2.9
20020711,-0.92,-1.16,-1.32,-0.56,-0.99,-1.22
20020712,0,-0.23,-0.01,0.54,-0.52,-0.13
20020715,-0.58,-0.63,-0.61,-1.7,-1.14,-1.75
20020716,-0.2,-0.76,-0.69,-0.44,-1.02,-0.84
20020717,0.2,-0.23,-0.22,1.19,0.89,1.15
20020718,-0.78,-0.22,-0.03,-0.73,-0.16,-0.96
20020719,-1.4,-1.32,-1.26,-3,-3.08,-3.62
20020722,-1.33,-1.6,-1.91,-3.33,-3.45,-3.2
20020723,-2.96,-2.57,-2.34,-4.12,-3.21,-1.62
20020724,0.79,0.48,0.35,1.78,2.22,2.9
20020725,-0.13,0.81,0.81,-0.48,0.78,1.62
20020726,-1.4,-1.17,-1.59,-0.47,0.02,0.11
20020729,2.03,1.73,1.72,5.49,4.1,4.3
20020730,0.53,0.25,0.44,0.65,0.5,0.42
20020731,-0.84,-0.8,-0.68,-0.54,0.15,1.03
20020801,-0.59,-0.29,-0.36,-2.45,-2.37,-2.51
20020802,-1.26,-1.18,-1.18,-2.08,-1.54,-0.64
20020805,-2.03,-1.78,-1.75,-3.87,-2.89,-2.73
20020806,0.23,-0.31,-0.76,2.39,2.05,1.49
20020807,0.85,1,1.14,1,1.49,1.66
20020808,0.42,0.14,-0.01,2.89,2.25,2.2
20020809,0.6,0.66,0.7,1,1.17,0.93
20020812,-0.16,0.02,0.19,-1.04,-0.64,-0.62
20020813,-1.05,-0.48,-0.31,-0.65,-0.47,-0.85
20020814,1.12,0.75,0.63,0.87,1.45,1.29
20020815,0.5,0.72,1.02,2.04,1.89,1.42
20020816,0.89,0.54,0.5,0.97,-0.16,0.11
20020819,0.15,-0.11,-0.08,2.1,1.37,1.13
20020820,-0.11,-0.01,0.23,-0.68,-0.92,-1.13
20020821,1.32,0.84,0.59,1.64,1.28,0.71
20020822,0.41,0,0.08,1.32,0.77,1.02
20020823,-1.02,-0.47,-0.25,-2.07,-1.25,-1.27
20020826,0.97,0.84,0.53,0.29,0.64,0.25
20020827,-0.71,-0.17,0.14,-0.14,-0.07,0.02
20020828,-1.48,-1.17,-1.1,-2.92,-2.21,-2.09
20020829,0.32,0.12,-0.03,-0.03,-0.35,-0.67
20020830,-0.22,-0.08,0.15,-0.3,0.17,0.21
20020902,-0.34,-0.31,-0.41,-0.78,-0.6,-0.41
20020903,-1.57,-1.01,-0.97,-3.35,-3.02,-3.1
20020904,0.2,-0.1,-0.56,0.42,0.53,0.67
20020905,-1.1,-0.77,-0.48,-1.36,-1.06,-0.55
20020906,0.68,0.39,0.09,1.97,1.48,0.99
20020909,0.01,-0.01,0,-0.13,0.22,0.39
20020910,0.13,0.03,-0.01,1.09,0.79,0.9
20020911,0.09,0.04,-0.02,1.06,0.45,0.62
20020912,-0.62,-0.36,-0.21,-2.61,-1.9,-1.99
20020913,-0.68,-0.83,-0.96,-1.26,-0.88,-0.92
20020916,-0.86,-0.66,-0.64,-0.84,-0.3,0.27
20020917,-0.09,0.15,0.25,-0.71,-0.5,-1.17
20020918,-0.85,-0.7,-0.54,-1.64,-1.18,-0.98
20020919,-1.05,-0.57,-0.72,-1.8,-1.41,-1.91
20020920,-0.49,-0.71,-0.92,-0.46,-0.5,-0.34
20020923,-1.92,-1.44,-1.4,-2.66,-2.18,-1.37
20020924,-0.67,-0.83,-1.01,-1.25,-1.32,-1.38
20020925,0.76,0.5,0.26,1.86,1.34,1.4
20020926,0.93,1.18,1.36,2.21,2.61,2.38
20020927,-0.62,-0.4,-0.09,-1.02,-1.07,-1.67
20020930,-0.55,-0.41,-0.35,-2.56,-1.95,-1.79
20021001,-0.03,-0.23,-0.55,1.74,1.6,2.38
20021002,-0.86,-0.7,-0.54,-0.62,-0.84,-0.34
20021003,-0.67,-0.8,-0.75,-1.58,-1.62,-0.34
20021004,-1.67,-1.3,-1.48,-2.62,-1.84,-1.72
20021007,-2.39,-2.16,-2.12,-2.45,-2.12,-1.37
20021008,-0.46,-0.29,-0.29,0.09,0.48,0.38
20021009,-1.59,-1.45,-1.15,-1.43,-1.8,-1.39
20021010,0.56,0.05,-0.09,3.19,2.37,1.64
20021011,1.84,1.72,1.69,4.8,3.93,3.03
20021014,0.18,0.07,-0.05,-0.59,0.02,0.61
20021015,2.54,2.4,2.15,5.87,4.76,3.47
20021016,-0.88,-0.55,-0.5,-2.18,-1.37,-1.55
20021017,1.62,1.2,1,2.59,1.56,1.98
20021018,0.33,0.22,0.31,0.21,0.47,0.14
20021021,1.11,0.81,0.98,1.46,0.86,0.92
20021022,-0.81,-0.78,-0.72,-0.82,-1,-1.21
20021023,0.91,0.45,0.36,-0.19,-0.04,-0.6
20021024,-0.18,-0.15,-0.25,0.73,-0.3,-0.42
20021025,1.08,0.73,0.47,1.03,0.96,0.68
20021028,0.33,0.19,0.43,0.81,0.17,0.13
20021029,-0.38,-0.37,-0.43,-2.51,-1.54,-1.71
20021030,1.05,0.66,0.56,1.68,1.19,1.27
20021031,0.32,0.26,0.33,0.42,0.22,0.28
20021101,1.4,1.01,0.78,0.85,0.85,0.95
20021104,1.32,0.81,0.63,2.92,1.46,0.82
20021105,0.26,0.33,0.46,0.9,0.8,0.67
20021106,1.13,0.74,0.77,0.67,0.32,0.28
20021107,-0.83,-0.58,-0.39,-2.58,-1.76,-0.95
20021108,-0.35,-0.34,-0.27,-1.03,-1.01,-0.61
20021111,-1.93,-1.44,-1.42,-2.31,-1.61,-1.56
20021112,0.87,0.56,0.26,1.75,0.98,0.38
20021113,-0.37,-0.31,-0.57,-0.39,-0.44,-0.45
20021114,0.75,0.35,0.17,2.27,1.62,1.37
20021115,0.33,0.35,0.36,1.12,1.05,0.71
20021118,-0.55,-0.73,-0.72,-0.15,-0.73,-0.46
20021119,-1.27,-1.17,-1.11,-1.04,-0.93,-0.42
20021120,1.47,0.89,0.71,1.54,1.26,0.66
20021121,1.88,1.33,1.24,3.54,2.25,1.86
20021122,0.47,0.46,0.42,0.23,-0.06,-0.42
20021125,1.21,0.8,0.53,0.18,0.08,0.01
20021126,-0.84,-0.7,-0.62,-2.52,-1.66,-1.55
20021127,1.35,0.97,0.68,2.71,1.99,1.99
20021128,0.5,0.63,0.79,0.87,0.51,0.52
20021129,0.14,-0.01,0.36,-0.05,-0.11,-0.24
20021202,0.17,0.23,0.39,0.36,-0.1,-0.44
20021203,-1.18,-0.61,-0.39,-2.6,-1.28,-0.84
20021204,-0.87,-0.52,-0.47,-0.99,-0.6,-0.14
20021205,-0.45,-0.35,-0.39,-1.13,-1.19,-0.94
20021206,0.36,0.33,0.31,0.41,0.5,0.55
20021209,-1.66,-0.81,-0.83,-2.71,-1.82,-1.34
20021210,0.66,0.32,-0.06,1.24,0.75,0.54
20021211,0.11,-0.02,-0.01,0.51,0.31,0.27
20021212,0.39,0.41,0.54,-0.33,0,-0.29
20021213,-0.83,-0.4,-0.31,-1.44,-1.15,-0.65
20021216,0.23,0.24,-0.06,2.16,1.84,1.52
20021217,-0.2,-0.22,-0.22,-0.26,-0.59,-0.7
20021218,-1.46,-0.97,-1,-2.09,-1.38,-1.14
20021219,-0.01,0.06,-0.02,-0.7,-0.44,-0.31
20021220,0.45,0.42,0.44,1.02,0.98,1.04
20021223,0.33,0.11,-0.11,0.26,0.02,0.22
20021224,0.02,0.09,0.06,-0.23,-0.14,0.02
20021225,0.11,0.13,0.11,0.01,0,0.01
20021226,0.64,0.71,0.83,0.25,0.3,0.12
20021227,-0.05,-0.01,0.01,-1.72,-1.28,-1.39
20021230,-0.06,0.13,0.41,0.22,0.63,0.71
20021231,0.42,0.22,0.22,0.45,0.28,0.26
20030101,-0.02,-0.01,-0.01,-0.01,-0.01,0
20030102,0.93,0.5,0.39,2.78,1.95,2.07
20030103,0.35,0.37,0.57,0.95,0.26,0.33
20030106,1.32,1.07,1.01,2.11,1.3,1.61
20030107,-0.55,-0.7,-0.76,-0.71,-0.87,-1.07
20030108,-0.44,-0.18,-0.16,-1.24,-0.87,-0.84
20030109,0.85,0.43,0.34,1.58,1.02,1.09
20030110,0.5,0.37,0.33,0.88,0.43,-0.01
20030113,0.19,0.05,0.03,0.28,-0.11,-0.23
20030114,0.74,0.52,0.38,1.01,0.59,0.43
20030115,-0.05,0.02,0.08,-1.02,-0.89,-0.95
20030116,0.04,0.22,0.39,-0.17,-0.06,0.11
20030117,-0.9,-0.39,-0.11,-1.84,-1.24,-0.94
20030120,-0.05,-0.02,-0.1,-0.48,-0.44,-0.43
20030121,-0.31,-0.13,-0.23,-0.83,-0.95,-0.86
20030122,-0.63,-0.71,-0.6,-1.15,-1.17,-1.07
20030123,0.58,0.37,0.46,1.23,0.71,0
20030124,-0.84,-0.35,-0.12,-1.88,-1.41,-1.59
20030127,-1.45,-1.21,-1.33,-2.33,-2.03,-1.91
20030128,0.16,-0.22,-0.13,0.39,0.09,0.74
20030129,-0.21,-0.2,-0.31,-0.01,0.13,0.7
20030130,-0.95,-0.58,-0.36,-0.91,-0.56,-0.63
20030131,-0.06,-0.01,-0.09,0.04,0.39,0.79
20030203,0.31,0.22,0.38,0.96,0.98,0.82
20030204,0.16,0.36,0.49,-2.08,-1.1,-0.94
20030205,-0.44,-0.4,-0.65,0.03,-0.11,-0.24
20030206,-0.26,-0.15,-0.29,-1.22,-0.71,-0.86
20030207,-0.7,-0.75,-0.7,-1.11,-0.8,-0.84
20030210,-0.13,-0.35,-0.55,-0.2,-0.32,0.01
20030211,-0.01,-0.03,0.05,0.78,0.29,0.08
20030212,-0.42,-0.28,-0.47,-1.1,-0.93,-1.17
20030213,0.14,0.32,0.37,-0.02,0.38,-0.25
20030214,0.43,0.26,0.23,1.75,1.37,1.34
20030217,0.24,0.06,0.12,0.53,0.44,0.32
20030218,1.06,0.54,0.54,1.59,1.08,1.34
20030219,-0.27,-0.09,0.22,-1.11,-0.61,-0.73
20030220,0.17,0.18,0.21,-0.53,-0.39,-0.57
20030221,0,-0.09,-0.16,0.63,0.27,0.79
20030224,-0.53,-0.32,0.04,-1.21,-1.09,-0.94
20030225,-0.6,-0.56,-0.72,-1.4,-0.77,-0.55
20030226,-0.26,-0.24,-0.06,-1.11,-0.57,-0.59
20030227,0.15,0.09,-0.19,0.9,0.58,0.58
20030228,0.23,0.35,0.38,1.11,1,0.43
20030303,0.33,0.58,0.5,0.04,0.09,0.14
20030304,-0.28,-0.19,-0.21,-1.43,-1.37,-1.15
20030305,0.04,-0.02,0.01,0.36,0.29,0.29
20030306,-0.56,-0.62,-0.6,-1.12,-0.95,-0.7
20030307,-0.61,-0.59,-0.61,-0.32,-0.3,-0.17
20030310,-1.23,-1.11,-1.2,-2.36,-2,-1.79
20030311,-0.69,-0.75,-0.89,-0.93,-0.98,-0.54
20030312,-0.42,-0.54,-0.46,-1.22,-0.51,-0.58
20030313,0.75,0.31,0.06,3.39,2.57,2.16
20030314,0.19,0.35,0.46,1.89,1.37,0.93
20030317,0.69,0.21,-0.23,2.65,2.13,2.28
20030318,0.87,0.76,0.97,0.39,0.79,0.34
20030319,-0.32,-0.14,-0.26,0.41,0.51,0.77
20030320,0.82,0.71,0.77,0.37,0.5,0.37
20030321,0.32,0.35,0.2,1.74,1.67,1.74
20030324,-0.33,0.06,0.35,-2.9,-2.36,-2.13
20030325,0.58,0.34,0.13,0.99,0.68,0.93
20030326,0.23,0.24,0.48,-0.07,0.19,-0.09
20030327,0.13,0.03,0.29,-0.81,-0.64,-0.38
20030328,0.17,0.24,0.37,-0.23,-0.19,-0.1
20030331,-0.61,-0.37,-0.14,-2.07,-1.85,-1.54
20030401,0.41,0.38,0.33,1,0.88,1.14
20030402,0.99,0.64,0.32,2.69,2.1,1.6
20030403,-0.04,-0.07,-0.08,-0.1,-0.06,-0.21
20030404,-0.06,0.09,-0.13,0.44,0.25,0.4
20030407,0.96,1.01,0.95,1.62,1.28,0.87
20030408,-0.29,-0.17,-0.09,-0.99,-0.45,-0.43
20030409,0.04,0.14,0.3,-0.72,-0.73,-0.53
20030410,0.03,0.16,0.25,-0.3,-0.15,-0.19
20030411,-0.11,-0.15,-0.2,-0.12,-0.38,-0.15
20030414,0.8,0.59,0.5,1.38,1.22,1.28
20030415,0.74,0.68,0.72,1.26,1.31,0.8
20030416,0.36,0.54,0.77,0,-0.24,-1.02
20030417,0.71,0.43,0.38,1.01,0.81,0.96
20030418,0.02,0.1,0.19,-0.01,0.04,-0.01
20030421,0.48,0.13,0.3,0.19,-0.17,-0.12
20030422,1.09,1.02,0.85,2.04,1.39,1.47
20030423,0.65,0.46,0.55,1.18,0.74,0.85
20030424,-0.08,0.12,0.15,-1.14,-0.66,-0.35
20030425,-0.56,-0.48,-0.48,-1.36,-1.16,-1.21
20030428,0.57,0.48,0.38,1.57,1.27,1.28
20030429,0.66,0.81,0.76,0.8,0.5,0.26
20030430,1.14,1.04,1.13,0.74,0.69,0.62
20030501,0.77,0.47,0.54,0.12,0.01,0.15
20030502,1.2,0.83,0.82,1.1,1.01,1
20030505,0.88,0.77,0.9,0.57,0.34,0.18
20030506,1.23,1.43,1.28,1.59,1.8,1.29
20030507,-0.08,-0.11,0.08,-0.99,-0.52,-0.44
20030508,-0.35,-0.2,-0.11,-1.49,-1.08,-0.81
20030509,0.9,0.82,0.69,1.32,1.07,1.01
20030512,1.26,0.87,1.05,1.22,0.89,1.08
20030513,0.42,0.15,0.23,0.05,-0.18,-0.11
20030514,0.42,0.12,0.17,0.04,-0.24,-0.02
20030515,0.23,-0.19,-0.12,0.7,0.23,0.24
20030516,0.28,0.26,0.68,0.81,0.55,0.22
20030519,-1.19,-0.75,-0.75,-2.48,-2.01,-1.98
20030520,0.15,0.37,0.55,0.1,0.57,0.22
20030521,-0.34,-0.52,-0.47,-0.38,-0.61,-0.21
20030522,0.93,0.64,0.7,1.62,0.89,1.18
20030523,0.99,0.82,0.94,0.79,0.5,0.39
